Place_Id,Place_Name,Culinary_Ratings,Category,Address,Description,Coordinate,Lat,Long,Gmaps_Address,Image_Address
159,Morning Glory,4.6,Cafe,"Padalarang, Kabupaten Bandung Barat","Morning Glory, dengan rating 4,6, adalah restoran yang terletak di Jalan Parahyangan No.22, Kertajaya, Padalarang. Dikenal dengan menu yang beragam, Morning Glory memberikan pengalaman bersantap yang memuaskan di Kabupaten Bandung Barat.","{'lat': -6.847813069329245, 'lng': 107.47228629323563}",-6.847813069,107.4722863,https://maps.app.goo.gl/AX8ASqdo3E39WXp19,https://lh5.googleusercontent.com/p/AF1QipOm_fsgqErlLojFCfiJXlskN76tgC3bH4extoDE=w427-h240-k-no
160,D'plate resto II,4.3,Indonesian,"Padalarang, Kabupaten Bandung Barat","D'plate Resto II, dengan skor 4.3, dikenal sebagai restoran yang mengkhususkan diri pada Nasi Goreng, yang terkenal dengan hidangan nasi gorengnya yang lezat. Terletak di Cipeundeuy, Padalarang, restoran ini menawarkan beragam pilihan Nasi Goreng yang memenuhi berbagai selera.","{'lat': -6.854630492696895, 'lng': 107.46747977449466}",-6.854630493,107.4674798,https://maps.app.goo.gl/WxHDy2BgHH4Jx59L6,https://lh5.googleusercontent.com/p/AF1QipMw-tBJaRQ6dkVCUi4CuJv65kJC4ywEJz7lq__4=w426-h240-k-no
161,Kedai 78 seafood & chinese food,4.4,Seafood,"Ngamprah, Kabupaten Bandung Barat","Kedai 78 Seafood & Chinese Food, dengan rating 4,4 yang mengesankan, terkenal dengan fokusnya pada hidangan laut dan masakan Cina. Terletak di Graha Bukit Raya II Blok I, 13,09, Cilame, Ngamprah, tempat makan ini menyajikan menu bervariasi yang menampilkan hidangan laut dan kuliner Cina.","{'lat': -6.840313791113549, 'lng': 107.52241141724866}",-6.840313791,107.5224114,https://maps.app.goo.gl/jYnPmP7pQ7fcyZ4j7,https://lh5.googleusercontent.com/p/AF1QipMVXf4kkuDGr0nGfms3kDAS-M9orgzx1ExFZ43O=w408-h306-k-no
162,Double Three Cafe,4.4,Cafe,"Padalarang, Kabupaten Bandung Barat","Double Three Cafe, yang juga memiliki rating 4,4, adalah tempat makan serbaguna yang terletak di Kertajaya, Padalarang. Berlokasi di Jalan Pariwarna Niaga Wetan No.26, Cafe ini membanggakan diri karena menawarkan menu yang beragam, memastikan pengalaman bersantap yang menyenangkan.","{'lat': -6.849176561799062, 'lng': 107.47022635663235}",-6.849176562,107.4702264,https://maps.app.goo.gl/hRniQBDhe9b6sZH36,https://lh5.googleusercontent.com/p/AF1QipMQGgSRR7rOY_K7l7XiDZpOJTHyeNZQxxbWsmWX=w408-h306-k-no
163,Rumah Bento Padalarang,4.7,Cafe,"Padalarang, Kabupaten Bandung Barat","Rumah Bento Padalarang, dengan rating 4,7 yang mengesankan, dikenal karena keunggulan kulinernya. Berlokasi di Jalan Bantar Gedang No.rt.04/07, Mekarsari, Padalarang, restoran ini menyediakan berbagai macam hidangan lezat.","{'lat': -6.831791741131901, 'lng': 107.50181205121592}",-6.831791741,107.5018121,https://maps.app.goo.gl/WomGypoGD7BAGoum7,https://lh5.googleusercontent.com/p/AF1QipNMhVMqFoR2KvzxSgzOttpTE2IbcSmD3u4ELpkm=w426-h240-k-no
164,Kedai Dua Putra,4.7,Cafe,"Padalarang, Kabupaten Bandung Barat","Kedai Dua Putra, dengan rating 4.7, merupakan tempat makan siang yang terletak di Kp. Kepuh, Padalarang. Terletak di depan perumahan KPAD, tempat makan yang terletak di Kabupaten Bandung Barat ini menjanjikan pengalaman makan siang yang menyenangkan.","{'lat': -6.839972912032374, 'lng': 107.46644980619301}",-6.839972912,107.4664498,https://maps.app.goo.gl/wysEW757U6EZsmqW7,https://lh5.googleusercontent.com/p/AF1QipP-kA2fzWowBiM3gBiLfltZ7fzWuxOoMfBMxunL=w426-h240-k-no
165,Ayam Penyet Ria Kota Baru Parahyangan,4.1,Chicken,"Padalarang, Kabupaten Bandung Barat","Ayam Penyet Ria Kota Baru Parahyangan, dengan rating 4.1, membedakan dirinya sebagai restoran yang mengkhususkan diri pada ayam penyet, yang terkenal dengan sajian ayam gorengnya yang beraroma. Terletak di Cipeundeuy, Padalarang, restoran ini melayani orang-orang yang menyukai kelezatan gurihnya hidangan Indonesia yang populer ini.","{'lat': -6.8631521347709805, 'lng': 107.4691963883307}",-6.863152135,107.4691964,https://maps.app.goo.gl/mcYXnYZmEM1jHSPu8,https://lh5.googleusercontent.com/p/AF1QipMHA9n2XBLapnSC-tDMxWm2UfHRn6Hzj1_Fpmwh=w408-h544-k-no
166,Rumah Makan Mahkota Minang,4.6,Indonesian,"Padalarang, Kabupaten Bandung Barat","Rumah Makan Mahkota Minang, yang mendapatkan nilai 4,6, adalah restoran Padang yang terkenal dengan masakan Padang yang otentik. Berlokasi di Kertamulya, Padalarang, tempat makan ini mengundang para pengunjung untuk menikmati beragam hidangan yang terinspirasi dari warisan kuliner Sumatera Barat.","{'lat': -6.827019326796779, 'lng': 107.4880791405274}",-6.827019327,107.4880791,https://maps.app.goo.gl/j4LBruge2MrNoW1w8,https://lh5.googleusercontent.com/p/AF1QipN3urYzIHR_dfLrvyHbDA9N0HSDB8r_DlT8uTKm=w408-h544-k-no
167,Sangkan Herang,4.5,Indonesian,"Batujajar, Kabupaten Bandung Barat","Sangkan Herang, dengan rating 4.5, adalah restoran yang terletak di Cikande, Batujajar, menawarkan menu yang bervariasi yang memastikan pengalaman kuliner yang menyenangkan di Kabupaten Bandung Barat.","{'lat': -6.868605905653872, 'lng': 107.44173056695371}",-6.868605906,107.4417306,https://maps.app.goo.gl/BPin6JjBVqrqo8gH7,https://lh5.googleusercontent.com/p/AF1QipPOFk3Nqjwzz45wlmdQDPKQKIVS8gTIIedFtr11=w408-h306-k-no
168,Rumah Makan Sedap Cimareme,4.5,Indonesian,"Ngamprah, Kabupaten Bandung Barat","Rumah Makan Sedap Cimareme, juga dengan rating 4,5, adalah tempat makan yang terletak di Cimareme, Ngamprah. Berlokasi di Jalan Raya Cimareme No.368 A, tempat makan ini menjanjikan berbagai macam hidangan yang lezat, memastikan pengalaman bersantap yang menyenangkan.","{'lat': -6.853948754746535, 'lng': 107.49837882354379}",-6.853948755,107.4983788,https://maps.app.goo.gl/vcYFiNzzVUyzUSR89,https://lh5.googleusercontent.com/p/AF1QipMh27RuOD-7-Eyf87_XOIMVbiN_eIkZhkaZv9Dj=w408-h544-k-no
169,Oleh - Oleh Khas Bandung Oncom Wendy,4.6,Sundanese,"Padalarang, Kabupaten Bandung Barat","Oleh - Oleh Khas Bandung Oncom Wendy, yang memiliki rating 4.6, adalah tempat makan cepat saji yang dikenal dengan hidangan lokalnya yang khas. Berlokasi di Kertamulya, Padalarang, restoran yang terletak di Jalan Raya Padalarang No.512 ini memberikan pilihan yang nyaman bagi mereka yang ingin menikmati makanan khas setempat di mana saja.","{'lat': -6.837245870626405, 'lng': 107.48567588115691}",-6.837245871,107.4856759,https://maps.app.goo.gl/AcbrbKGoGk76sjTT9,https://lh5.googleusercontent.com/p/AF1QipOvN7Oi0a4MUSkr-8TjJySLXDCVZH92J4QP6vTd=w426-h240-k-no
170,RM. tarako minang,4.3,Indonesian,"Ngamprah, Kabupaten Bandung Barat","RM. Tarako Minang, dengan skor 4.3, menonjol sebagai restoran Padang yang terkenal dengan sajian kuliner Padang yang otentik. Berlokasi di Cilame, Ngamprah, tempat makan ini menyajikan menu yang bervariasi dengan cita rasa yang tinggi, menyoroti tradisi kuliner Sumatera Barat yang kaya.","{'lat': -6.8542896238436075, 'lng': 107.51554496190442}",-6.854289624,107.515545,https://maps.app.goo.gl/Fp2QQRo53FmJcxbA8,https://lh5.googleusercontent.com/p/AF1QipNUjU8iT56uIYjlV2I-bt57xUNQH7DYy-x_m3GV=w408-h408-k-no
171,Food Court Tjap Subur,4.4,Cafe,"Padalarang, Kabupaten Bandung Barat","Food Court Tjap Subur, dengan rating 4.4, memiliki spesialisasi dalam masakan Cina dan terletak di Kota Baru Parahyangan, Cipeundeuy. Berlokasi di Jalan Jingga Niaga Kaler No. 27, food court ini melayani berbagai macam selera dengan beragam pilihan hidangan Cina.","{'lat': -6.865538167223434, 'lng': 107.4657631606586}",-6.865538167,107.4657632,https://maps.app.goo.gl/etjk3pHFfbWNGh3ZA,https://lh5.googleusercontent.com/p/AF1QipOHv62FJl9iSGYqhh7yYJfjmYC5QmTa-bJn9-sQ=w426-h240-k-no
172,Baso Semar,4.2,Bakso,"Padalarang, Kabupaten Bandung Barat","Baso Semar, dengan rating 4.2, dikenal dengan keahliannya dalam hal bakso dan berlokasi di Jayamekar, Padalarang. Terkenal dengan hidangan bakso yang lezat, restoran bakso di Jalan GA Manulang Rt 03 Rw 03 ini menawarkan pengalaman kuliner yang menyenangkan.","{'lat': -6.842699937869349, 'lng': 107.47503287537333}",-6.842699938,107.4750329,https://maps.app.goo.gl/dPXUQmxsd1C9XmuP6,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=otph6acCvfrspOBOYo_cgw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=147.35155&pitch=0&thumbfov=100
173,"Warung Nasi Barokah, Lebak Sari",4.4,Sundanese,"Padalarang, Kabupaten Bandung Barat","Warung Nasi Barokah, Lebak Sari, dengan rating 4.4, merupakan Sundanese restaurant yang terletak di Kertajaya, Padalarang. Terletak di Jalan Lebaksari, warung ini dikenal karena komitmennya terhadap masakan tradisional Sunda, memberikan pelanggan rasa otentik dari cita rasa lokal.","{'lat': -6.835200579358451, 'lng': 107.50181205121592}",-6.835200579,107.5018121,https://maps.app.goo.gl/8LLoxqD8RbJxh7W58,https://lh5.googleusercontent.com/p/AF1QipOge5DoRbgFJE4lFQCOteJA38uVO28F8MLSLOkd=w493-h240-k-no
174,Restoran IKEA - Kota Baru Parahyangan,4.6,Western,"Padalarang, Kabupaten Bandung Barat","Restoran IKEA - Kota Baru Parahyangan, dengan rating 4.6 yang mengesankan, adalah tempat makan yang terletak di Kertajaya, Padalarang. Berlokasi di Jalan Parahyangan No. 9, restoran IKEA ini menyajikan menu yang beragam, memastikan pengalaman bersantap yang memuaskan di Kabupaten Bandung Barat.","{'lat': -6.855653097794073, 'lng': 107.46679312896022}",-6.855653098,107.4667931,https://maps.app.goo.gl/5pSKr5kXGtn4kxih7,https://lh5.googleusercontent.com/p/AF1QipPKpg4eQ9ZIA2VlXb7T7xflmcM9hMYD7TAUuPmi=w408-h612-k-no
175,Bakso mas gimin padalarang,4.1,Bakso,"Padalarang, Kabupaten Bandung Barat","Bakso Mas Gimin Padalarang, dengan skor 4.1, adalah restoran yang terkenal dengan hidangan baksonya. Berlokasi di Kertamulya, Padalarang, restoran ini menawarkan menu bakso yang beragam.","{'lat': -6.831791741131901, 'lng': 107.48258597625201}",-6.831791741,107.482586,https://maps.app.goo.gl/Yxsg5K2Ncb8J25fr7,https://lh5.googleusercontent.com/p/AF1QipOWO_yMyX7HUAa0ch5v5J8h31QCpVHnIBTlcg3Q=w426-h240-k-no
176,Resto Ayam Belgia Padalarang,5,Chicken,"Padalarang, Kabupaten Bandung Barat","Resto Ayam Belgia Padalarang, dengan nilai sempurna 5, mengkhususkan diri pada masakan Barat. Berlokasi di Kertamulya, Padalarang, restoran yang terletak di Jalan Taman Akasia ini menjanjikan pengalaman bersantap yang luar biasa dengan hidangan yang terinspirasi dari masakan Barat.","{'lat': -6.836564107842975, 'lng': 107.48498923562248}",-6.836564108,107.4849892,https://maps.app.goo.gl/uVD3zn8eTG8vRyXK9,https://lh5.googleusercontent.com/p/AF1QipO6AJTUTd_d669_VYKZcKBU2ntFVFqhC9IbDWwi=w408-h567-k-no
177,"Warung Nasi Barokah, Caringin",4.4,Indonesian,"Padalarang, Kabupaten Bandung Barat","Warung Nasi Barokah, Caringin, dengan rating 4.4, adalah restoran nasi yang terletak di Kertajaya, Padalarang. Berlokasi di Jalan Raya Caringin No.351, warung ini terkenal dengan hidangan tradisional yang menawarkan cita rasa lokal yang otentik.","{'lat': -6.845426948131263, 'lng': 107.498722146311}",-6.845426948,107.4987221,https://maps.app.goo.gl/AxjhpUZDEZjssFWw7,https://lh5.googleusercontent.com/p/AF1QipOOCb5m8TSZtOCDNS7nzh0jH_OzaNCWdW4yuFpD=w426-h240-k-no
178,Obos Dimsum,5,Cafe,"Padalarang, Kabupaten Bandung Barat","Obos Dimsum, yang mendapatkan nilai sempurna 5, adalah kedai pangsit yang terletak di Perum Baloper Blok D 37, Padalarang. Dikenal dengan pangsitnya yang lezat, Obos Dimsum memberikan pengalaman kuliner yang menyenangkan.","{'lat': -6.838268512977737, 'lng': 107.47743613474381}",-6.838268513,107.4774361,https://maps.app.goo.gl/pCqgqtuyabFgg45H9,https://lh5.googleusercontent.com/p/AF1QipNcic6h1sEl7NGzOWwTobmFEr9QfhvyHxXvULo8=w408-h725-k-no
179,Kwetiau & Baso 28,4.5,Bakso,"Padalarang, Kabupaten Bandung Barat","Kwetiau & Baso 28, dengan rating 4.5, adalah kedai mie yang terletak di Cipeundeuy, Padalarang. Dikenal dengan hidangan mie yang lezat.","{'lat': -6.863179446046872, 'lng': 107.46885941861521}",-6.863179446,107.4688594,https://maps.app.goo.gl/qFBDrrRwqpPkTowE9,https://lh5.googleusercontent.com/p/AF1QipMy8n4Qnh1bADnnyjLZVKOtFK2LZYj5VgvbY4ir=w408-h543-k-no
180,Baso Bandung Gede Rasa,4.1,Bakso,"Padalarang, Kabupaten Bandung Barat","Baso Bandung Gede Rasa, dengan skor 4.1, adalah restoran bakso yang terletak di Kertamulya, Padalarang. Terletak di Jalan Raya Tagog Padalarang No.579, restoran ini terkenal dengan hidangan baksonya yang penuh cita rasa, memberikan cita rasa kuliner lokal yang nikmat.","{'lat': -6.837193326381234, 'lng': 107.4855698464759}",-6.837193326,107.4855698,https://maps.app.goo.gl/BhLJVce4YoKuTogD7,https://lh5.googleusercontent.com/p/AF1QipP9cJnNntarKTU9s0t2OZZlWs7GTTU6LPxhS4Ym=w408-h725-k-no
181,Richeese Factory Cimareme,4.4,Chicken,"Ngamprah, Kabupaten Bandung Barat","Richeese Factory Cimareme, dengan rating 4.4, adalah restoran ayam yang terletak di Cimareme, Ngamprah. Berlokasi di Jalan Raya Cimareme No.324, gerai Richeese Factory ini menawarkan menu ayam yang beragam, memastikan pengalaman bersantap yang memuaskan.","{'lat': -6.853384844147853, 'lng': 107.50066963068736}",-6.853384844,107.5006696,https://maps.app.goo.gl/GuFMPs9bp9QwQ1bN7,https://lh5.googleusercontent.com/p/AF1QipNp0XB3JsTYkArYxcn7JlvwUCSRyT6FocCqRO-M=w426-h240-k-no
182,Baso Abah UU,4.2,Bakso,"Padalarang, Kabupaten Bandung Barat","Baso Abah UU, yang memiliki rating 4,2, adalah restoran bakso lain yang terletak di Cipeundeuy, Padalarang. Berlokasi di Kota Baru Parahyangan di Jalan Niaga Kulon No.2, restoran ini terkenal dengan hidangan bakso yang lezat.","{'lat': -6.865378206540169, 'lng': 107.46362482675524}",-6.865378207,107.4636248,https://maps.app.goo.gl/oPv4trjEv8NRK1fe6,https://lh5.googleusercontent.com/p/AF1QipN_kziWk5VC_gtpJc8JmpV_3HG7yFnizVO2SmyZ=w408-h544-k-no
183,Ayam Larisa,4.7,Chicken,"Padalarang, Kabupaten Bandung Barat","Ayam Larisa, dengan rating 4,7, adalah restoran ayam yang terletak di Kertamulya, Padalarang. Restoran ini dikenal dengan hidangan ayamnya yang lezat.","{'lat': -6.836267847249023, 'lng': 107.48248497770187}",-6.836267847,107.482485,https://maps.app.goo.gl/qvSWgm1BPxa92f3v5,https://lh5.googleusercontent.com/p/AF1QipM2v7wQ_tqf8OCx2gwTa1L4Y2RWODLtd3azxfv8=w408-h306-k-no
184,Dimsum Fen's Ceu,4.8,Cafe,"Padalarang, Kabupaten Bandung Barat","Dimsum Fen's Ceu, dengan rating 4.8 di TripAdvisor, adalah restoran dimsum di Cipeundeuy, Padalarang. Cafe yang terletak di Jalan Cipeundeuy ini terkenal dengan pilihan dimsumnya yang luar biasa dan menjamin pengalaman bersantap yang luar biasa.","{'lat': -6.860134036151484, 'lng': 107.48862225928397}",-6.860134036,107.4886223,https://maps.app.goo.gl/qT3dKAfYcH73aLCu6,https://lh5.googleusercontent.com/p/AF1QipOvo5qvVGQoACO0esLT1rnpEV_4hWgk49zvRUym=w408-h725-k-no
185,Warteg Bahari,4.6,Indonesian,"Padalarang, Kabupaten Bandung Barat","Warteg Bahari adalah lokasi makan siang di Kertajaya, Padalarang, dengan rating 4.6. Warung yang berlokasi di Jalan Raya Caringin No.335 ini memiliki menu yang beragam dan cocok untuk para penggemar masakan rumahan.","{'lat': -6.849978357027601, 'lng': 107.49654958132754}",-6.849978357,107.4965496,https://maps.app.goo.gl/71bb5RCbJYkuEuqr6,https://lh3.googleusercontent.com/gps-proxy/AFm_dcQsIJxKiqHyCNXzn-RM5ya3MxBuukHJDWuhgng8hPDBjEULZZxXwu9quVXhn-ZzwjnVaOxj561lqhN_IGB7Ru5a62ilC4931ZzWdvBhqshBD2uusg2v_zy6cjm2XIfUhHxSyV4madu-LKjV28XcLLsKyS8KrFfSc5DRk2fi1mu_zVBhV1DaoH2H8ihuTeKgHnYdO5k=w408-h306-k-no
186,Mie Baso Metro,4.5,Bakso,"Padalarang, Kabupaten Bandung Barat","Mie Baso Metro, dengan skor 4.5, adalah restoran bakso yang terletak di Kertajaya, Padalarang. Restoran ini terkenal dengan hidangan baksonya.","{'lat': -6.850232251642505, 'lng': 107.49833962178899}",-6.850232252,107.4983396,https://maps.app.goo.gl/q5HeFZnVwGJnUouK6,https://lh3.googleusercontent.com/gps-proxy/AFm_dcQ7fgLb9QWXgsHV264fvuAawRvsDZL5pek0ss_ulF57G_NF5fe0jtWNTH_dtxoLbQ2bR5SxwIhNTJYwxHVLg0y8__vH_Tre9pOBROaxEC4HAZXZm1MLbgYBJKSAQrJm4HFCWcE578r1a1FdeyDkIBE004sGKESunCY2Y2bDSXdTFwLNdu-K8Bhf1b-KxivDnIxzo7E=w408-h306-k-no
187,Driws,4.5,Cafe,"Padalarang, Kabupaten Bandung Barat","Driws, dengan rating 4.5, adalah sebuah bar makanan ringan yang terletak di Padalarang. Berlokasi di Jalan Rancabali, tempat ini menyediakan berbagai macam makanan ringan, memastikan pengalaman bersantap yang menyenangkan.","{'lat': -6.838806860239796, 'lng': 107.47992777704265}",-6.83880686,107.4799278,https://maps.app.goo.gl/CHVxSLyA12g34FLM6,https://lh5.googleusercontent.com/p/AF1QipN-Wd1fG3KEx3XjlL6X540AmYuaWxeyPuV_m90G=w408-h306-k-no
188,Beintema's Pizza and Artisan Bread,4.7,Western,"Padalarang, Kabupaten Bandung Barat","Beintema's Pizza and Artisan Bread, dengan rating 4.7, adalah restoran yang menwarkan makanan pizza dan roti dan terletak di Cipeundeuy, Padalarang.","{'lat': -6.864704021123341, 'lng': 107.46765321387844}",-6.864704021,107.4676532,https://maps.app.goo.gl/GimpKZVFLZ81cjGVA,https://lh5.googleusercontent.com/p/AF1QipPbAtI1SZDcTeha0d71CMvQb6rnyP6Hu2uorClt=w533-h240-k-no
189,Ikan Bakar Biota Laut,4.8,Indonesian,"Padalarang, Kabupaten Bandung Barat","Ikan Bakar Biota Laut, dengan rating 4,8, adalah restoran ikan bakar yang terletak di Kertajaya, Padalarang. Berlokasi di Jalan Raya Nasional, restoran ini terkenal dengan hidangan ikan bakarnya yang lezat, menjanjikan pengalaman bersantap hidangan laut yang menyenangkan.","{'lat': -6.839314661218875, 'lng': 107.49092373987727}",-6.839314661,107.4909237,https://maps.app.goo.gl/z5np3hzXqAnJmYmu6,https://lh5.googleusercontent.com/p/AF1QipM2FD7xcDaftkD4NJaTLtUwDCqY38TlMdS9j_-i=w408-h306-k-no
190,Angkringan Danbam Saeroun,4.6,Cafe,"Padalarang, Kabupaten Bandung Barat","Angkringan Danbam Saeroun, dengan skor 4.6, adalah restoran Korea yang terkenal dengan masakan Korea yang lezat.","{'lat': -6.835252238275566, 'lng': 107.48197353757001} ",-6.835252238,107.4819735,https://maps.app.goo.gl/HPYPts33jXik6QLT8,https://lh5.googleusercontent.com/p/AF1QipMACtvYjLcU7hoNzlFk8ahguiAMyR06RlboIaff=w408-h408-k-no
191,Bakso Trisnoroso,4.4,Bakso,"Ngamprah, Kabupaten Bandung Barat","Bakso Trisnoroso, yang memiliki rating 4,4, adalah restoran bakso yang terletak di Tanimulya, Ngamprah. ","{'lat': -6.850993934676234, 'lng': 107.52800314943583}",-6.850993935,107.5280031,https://maps.app.goo.gl/ABDVkZcAAz95KgWe8,https://lh5.googleusercontent.com/p/AF1QipMmEfE5FCHN02mVIXp6GeJ3yT80QjN_wLYbrbCL=w408-h544-k-no
192,RM Teladan Baru,4.7,Indonesian,"Ngamprah, Kabupaten Bandung Barat","RM Teladan Baru, dengan rating 4,7, adalah restoran Padang yang terletak di Mekar Rahayu, Cilame. Dikenal dengan masakan Padang otentiknya.","{'lat': -6.848454986500153, 'lng': 107.51879722706269}",-6.848454987,107.5187972,https://maps.app.goo.gl/T2ZwzDNyTY7avpEU6,https://lh5.googleusercontent.com/p/AF1QipMSH8fRroAN0lC8B0RKvTFkMrQmLZHMwOswaNKb=w480-h240-k-no
193,Ramen Aboy Padalarang,4.6,Japanese,"Padalarang, Kabupaten Bandung Barat","Ramen Aboy Padalarang, dengan skor 4,6, adalah kedai mie yang terletak di Kertamulya, Padalarang. Berlokasi di Jalan Letkol G.A. Manulang No.73, restoran ini menawarkan berbagai hidangan ramen yang lezat.","{'lat': -6.838806860239796, 'lng': 107.47941633691082}",-6.83880686,107.4794163,https://maps.app.goo.gl/sJm44veDD3EiPCtbA,https://lh5.googleusercontent.com/p/AF1QipMgaZbghYGK2GmCOL7qEhttBy8xdpC9RiYpups=w408-h306-k-no
194,SANTAI - All Day Dining,4.5,Western,"Padalarang, Kabupaten Bandung Barat","SANTAI - All Day Dining, dengan rating 4.5, adalah restoran all you can eat yang terletak di Cipeundeuy, Padalarang.","{'lat': -6.859626257335984, 'lng': 107.47992777704265}",-6.859626257,107.4799278,https://maps.app.goo.gl/bsgYnXNbfQtw9mkq8,https://lh5.googleusercontent.com/p/AF1QipNdbkzKg1-g4w9-EoFM6Du4fn7Q1yoVNIzREi4W=w408-h306-k-no
195,Hamasah Resto - Raja Kambing & Bebek Bakar Madu,4.6,Indonesian,"Padalarang, Kabupaten Bandung Barat","Hamasah Resto - Raja Kambing & Bebek Bakar Madu, dengan rating 4.6, adalah sebuah restoran yang terletak di Cipeundeuy, Padalarang. Terkenal dengan daging kambing bakar dan bebek bakar madunya, restoran yang terletak di Ruko Bumi Palangkawati 19, Jalan Parahyangan Raya ini menjanjikan pengalaman kuliner yang menyenangkan.","{'lat': -6.855399032004796, 'lng': 107.47893640449846}",-6.855399032,107.4789364,https://maps.app.goo.gl/kQhakxhmocLDvK3X8,https://lh5.googleusercontent.com/p/AF1QipOJSQiWo1Lupk2l2SRfJG1482YQeqesiOP4pwOX=w408-h544-k-no
196,Rokzy minang,4.5,Indonesian,"Padalarang, Kabupaten Bandung Barat","Rokzy Minang, yang memiliki rating 4,5, adalah restoran Padang yang terletak di Padalarang. Berlokasi di Jalan Letkol G.A. Manulang No.93, restoran ini menawarkan hidangan khas Minangkabau yang otentik dan memastikan pengalaman bersantap yang penuh cita rasa.","{'lat': -6.8342647366185485, 'lng': 107.48030969556731}",-6.834264737,107.4803097,https://maps.app.goo.gl/QzgirA2boyDVgCqQA,https://lh5.googleusercontent.com/p/AF1QipPV2AHXpHo3hcTEDkMEGT-1oFq6FFx4OU63lWw9=w408-h307-k-no
197,Rumah Makan Teladan Baru,4.5,Indonesian,"Ngamprah, Kabupaten Bandung Barat","Rumah Makan Teladan Baru, dengan rating 4.5, adalah restoran Padang lainnya yang terletak di Gadobangkong, Ngamprah. Terletak di Jalan Raya Gadobangkong No.144, restoran ini terkenal dengan masakan Padangnya yang kaya rasa dan gurih, menjanjikan pengalaman kuliner yang memuaskan.","{'lat': -6.857103369865751, 'lng': 107.51464197228856}",-6.85710337,107.514642,https://maps.app.goo.gl/SyDnA9gMcgmMQRdB7,https://lh5.googleusercontent.com/p/AF1QipP4LY9doUGzXuYhcEggEMot1h_ZQ083U3UVghYO=w480-h240-k-no
198,Saung Apung Mutiara Nugraha,4.4,Sundanese,"Batujajar, Kabupaten Bandung Barat","Saung Apung Mutiara Nugraha, dengan skor 4.4, adalah restoran yang terletak di Pangauban, Batujajar. Restoran yang terletak di kp cibogo ds ini terkenal dengan pengalaman bersantap di atas air yang indah dan terapung, memberikan suasana yang unik dan menyenangkan.","{'lat': -6.884371945496618, 'lng': 107.43430444476081}",-6.884371945,107.4343044,https://lh5.googleusercontent.com/p/AF1QipNVF_79FxvMzaig5ViPbGWNDPJi8RO5rMMrcxSH=w408-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipNVF_79FxvMzaig5ViPbGWNDPJi8RO5rMMrcxSH=w408-h306-k-no
199,Dapur Kabitha,4.2,Sundanese,"Ngamprah, Kabupaten Bandung Barat","Dapur Kabitha, dengan rating 4.2, adalah restoran yang terletak di Tanimulya, Ngamprah. Berlokasi di Kabupaten Bandung Barat, restoran ini menawarkan menu yang beragam, memastikan pengalaman bersantap yang memuaskan bagi para pengunjungnya.","{'lat': -6.856421635452869, 'lng': 107.51635858612462}",-6.856421635,107.5163586,https://maps.app.goo.gl/5adUKoqjEotMaXTv7,https://lh5.googleusercontent.com/p/AF1QipP8ELl9JdqQvGpRnZBEYLHO0rNcVhwn6ApuV_lQ=w408-h306-k-no
200,Bakso Ecco,4.9,Bakso,"Ngamprah, Kabupaten Bandung Barat","Bakso Ecco, yang memiliki rating 4,9, adalah restoran bakso terkenal di Gadobangkong, Ngamprah.","{'lat': -6.864943245479303, 'lng': 107.52322504146888}",-6.864943245,107.523225,https://maps.app.goo.gl/za4PCTjYtJDCTg6Y9,https://lh5.googleusercontent.com/p/AF1QipPrZeXYRgGahxNt-A6L0OB0PxTHZqMgKpxaL-e2=w426-h240-k-no
201,Seafood Abah Laut,4.5,Seafood,"Ngamprah, Kabupaten Bandung Barat","Seafood Abah Laut, dengan rating 4.5, menawarkan pengalaman kuliner laut yang lezat di Jalan Somawinata No.185, Tanimulya, Ngamprah. Dengan beragam menu hidangan laut yang menggugah selera, pengunjung dapat menikmati hidangan laut yang memuaskan dalam suasana yang menyenangkan.","{'lat': -6.852672078750114, 'lng': 107.53386804725247}",-6.852672079,107.533868,https://maps.app.goo.gl/H7NVZkG2CwB9uW258,https://lh5.googleusercontent.com/p/AF1QipMbO1WrbrrusQJkmNQELNNDvQA2TlY-HPguO15a=w408-h306-k-no
202,Simplisio Menya (Ramen Bar) Kota Baru Parahyangan,4.6,Japanese,"Padalarang, Kabupaten Bandung Barat","Simplisio Menya (Ramen Bar) Kota Baru Parahyangan, dengan rating 4.6, adalah surga Ramen yang terletak di Bujanggamanik Ruko Pancawarna, Jl. Parahyangan Raya No.62, Kec. Padalarang. Tempat makan ini menjanjikan pengalaman menyantap Ramen yang penuh cita rasa dan otentik dalam suasana yang nyaman.","{'lat': -6.858125969656058, 'lng': 107.46314355720668}",-6.85812597,107.4631436,https://maps.app.goo.gl/6v3wAm7NieSV3j6y9,https://lh5.googleusercontent.com/p/AF1QipNaLw7ELppDgqd6A1y7zLzsKBBdelhOMiWEgaDq=w408-h544-k-no
